,Hour,TARGET,DHI,DNI,WS,RH,T
273,16,3.659850015,30,66,1.0,60.99,5.4
274,17,1.219976821,11,27,1.0,66.4,3.4
275,17,0.0,0,0,0.9,66.87,3.3
276,18,0.0,0,0,0.9,66.92,3.1
277,18,0.0,0,0,1.1,67.39,3.0
278,19,0.0,0,0,1.3,67.1,2.9
279,19,0.0,0,0,1.5,68.06,2.7
280,20,0.0,0,0,1.7,68.09,2.6
281,20,0.0,0,0,1.8,68.0,2.6
282,21,0.0,0,0,1.8,68.0,2.6
283,21,0.0,0,0,1.8,68.48,2.5
284,22,0.0,0,0,1.9,68.73,2.4
285,22,0.0,0,0,1.9,69.72,2.2
286,23,0.0,0,0,2.0,70.21,2.0
287,23,0.0,0,0,2.1,70.13,2.0
288,0,0.0,0,0,2.3,69.84,1.9
289,0,0.0,0,0,2.5,70.84,1.7
290,1,0.0,0,0,2.7,69.57,1.6
291,1,0.0,0,0,3.0,70.07,1.5
292,2,0.0,0,0,3.3,67.16,1.5
293,2,0.0,0,0,3.5,66.12,1.7
294,3,0.0,0,0,3.8,63.11,1.8
295,3,0.0,0,0,3.8,62.66,1.9
296,4,0.0,0,0,3.9,61.66,2.0
297,4,0.0,0,0,3.8,61.23,2.1
298,5,0.0,0,0,3.8,62.2,2.2
299,5,0.0,0,0,3.6,62.65,2.1
300,6,0.0,0,0,3.4,64.52,2.0
301,6,0.0,0,0,3.2,62.71,2.4
302,7,0.0,0,1,3.0,61.67,2.7
303,7,2.8153094660000004,23,118,3.4,55.88,4.1
304,8,9.947284656,47,396,3.8,52.16,5.4
305,8,18.76827597,55,625,4.3,49.02,6.3
306,9,27.58909277,50,792,4.9,43.85,7.2
307,9,24.77371585,100,435,5.1,42.1,7.8
308,10,41.47693257,66,864,5.3,37.69,8.4
309,10,37.44164061,153,510,5.5,36.44,8.9
310,11,43.6347549,159,589,5.7,34.19,9.4
311,11,54.89545748,76,934,5.7,34.65,9.2
312,12,54.05097138,103,848,5.7,34.45,9.1
313,12,48.79590857,159,648,5.9,33.99,9.3
314,13,36.59685098,236,282,6.0,33.83,9.5
315,13,26.4623384,231,99,6.3,33.83,9.5
316,14,27.86990959,203,195,6.5,34.27,9.5
317,14,26.9316768,185,235,6.4,35.44,9.0
318,15,27.58869858,126,447,6.3,37.49,8.5
319,15,24.77382477,70,633,5.6,40.45,7.4
320,16,10.41639316,76,151,4.9,44.98,6.3
321,16,5.63048279,46,96,4.9,44.98,6.3
322,17,1.783041086,17,32,3.7,55.22,3.5
323,17,0.0,0,0,3.7,56.4,3.2
324,18,0.0,0,0,3.6,58.59,2.9
325,18,0.0,0,0,3.5,59.08,2.8
326,19,0.0,0,0,3.4,60.35,2.7
327,19,0.0,0,0,3.1,61.65,2.4
328,20,0.0,0,0,2.9,61.83,2.2
329,20,0.0,0,0,2.8,63.17,1.9
330,21,0.0,0,0,2.7,63.11,1.7
331,21,0.0,0,0,2.8,63.11,1.7
332,22,0.0,0,0,2.9,63.19,1.8
333,22,0.0,0,0,2.9,63.65,1.7
334,23,0.0,0,0,2.8,64.97,1.6
335,23,0.0,0,0,2.6,65.91,1.4
0,0,0.0,0,0,1.7,44.0,0.5
1,0,0.0,0,0,1.7,44.0,0.5
2,1,0.0,0,0,1.7,42.61,0.5
3,1,0.0,0,0,1.7,42.3,0.6
4,2,0.0,0,0,1.6,40.97,0.7
5,2,0.0,0,0,1.6,40.97,0.7
6,3,0.0,0,0,1.6,40.2,0.7
7,3,0.0,0,0,1.6,40.49,0.6
8,4,0.0,0,0,1.7,39.95,0.5
9,4,0.0,0,0,1.6,39.95,0.5
10,5,0.0,0,0,1.6,39.03,0.5
11,5,0.0,0,0,1.6,39.03,0.5
12,6,0.0,0,0,1.6,38.22,0.5
13,6,0.0,0,0,1.6,37.94,0.6
14,7,0.0,0,0,1.6,37.57,0.8
15,7,1.313837075,11,194,1.5,33.75,2.3
16,8,7.7890399760000015,24,621,1.4,37.84,3.9
17,8,15.48389574,30,777,1.4,32.92,5.9
18,9,23.27225295,36,868,1.4,34.95,7.9
19,9,30.30986623,39,923,1.4,32.44,9.0
20,10,36.40893472,44,954,1.4,28.68,10.1
21,10,41.28807425,46,976,0.9,27.02,11.0
22,11,45.13492559,48,992,0.5,25.46,11.9
23,11,47.57454672,49,1001,0.9,25.09,12.1
24,12,48.60662924,51,1004,1.3,24.56,12.3
25,12,47.94994101,51,996,1.4,25.05,12.0
26,13,45.88571129,53,977,1.6,27.03,11.7
27,13,38.28555769,84,773,1.3,29.46,10.4
28,14,31.06050671,106,591,1.0,40.56,9.2
29,14,24.7736614,102,488,1.0,43.98,8.0
30,15,18.76819346,89,410,1.0,43.48,6.7
31,15,13.70084146,64,400,1.0,44.69,6.3
32,16,7.601193537999999,42,300,1.0,39.85,5.8
33,16,2.346047388,19,134,1.0,39.85,5.8
34,17,0.0,0,0,0.9,39.23,5.5
35,17,0.0,0,0,0.7,38.96,5.6
36,18,0.0,0,0,0.5,38.59,5.7
37,18,0.0,0,0,0.4,38.33,5.8
38,19,0.0,0,0,0.3,37.51,5.9
39,19,0.0,0,0,0.3,37.98,5.7
40,20,0.0,0,0,0.4,38.53,5.4
41,20,0.0,0,0,0.5,39.34,5.1
42,21,0.0,0,0,0.6,40.54,4.8
43,21,0.0,0,0,0.7,41.35,4.5
44,22,0.0,0,0,0.8,43.29,4.1
45,22,0.0,0,0,0.9,44.52,3.7
46,23,0.0,0,0,1.0,45.69,3.4
47,23,0.0,0,0,1.0,46.34,3.2
48,0,0.0,0,0,1.0,47.45,3.0
49,0,0.0,0,0,1.1,48.07,2.8
50,1,0.0,0,0,1.1,48.97,2.6
51,1,0.0,0,0,1.2,50.38,2.2
52,2,0.0,0,0,1.2,50.73,1.8
53,2,0.0,0,0,1.3,52.2,1.4
54,3,0.0,0,0,1.4,52.71,1.0
55,3,0.0,0,0,1.5,52.71,1.0
56,4,0.0,0,0,1.5,53.53,1.1
57,4,0.0,0,0,1.5,54.31,0.9
58,5,0.0,0,0,1.5,55.42,0.8
59,5,0.0,0,0,1.6,56.22,0.6
60,6,0.0,0,0,1.6,57.53,0.5
61,6,0.0,0,0,1.6,57.12,0.6
62,7,0.0,0,0,1.7,58.52,0.8
63,7,1.032303962,9,122,1.9,53.7,2.0
64,8,6.3814242289999985,27,431,2.1,55.03,3.3
65,8,13.88879897,35,648,2.2,50.59,4.5
66,9,19.80063996,49,659,2.3,50.7,5.8
67,9,24.304757100000003,86,562,2.3,47.01,6.9
68,10,32.28083152,67,766,2.4,45.38,8.0
69,10,38.09855337,60,854,2.3,42.99,8.8
70,11,35.65847019,137,555,2.3,41.83,9.5
71,11,33.96931008,184,388,2.3,41.27,9.7
72,12,33.59388475,192,356,2.3,40.57,9.9
73,12,39.1303501,130,618,2.3,40.84,9.8
74,13,26.36847134,182,220,2.4,42.51,9.6
75,13,14.92028743,140,45,2.4,43.38,9.3
76,14,14.82651433,145,33,2.4,43.2,8.9
77,14,14.54515809,112,130,2.1,46.22,7.9
78,15,13.70076617,100,166,1.8,45.8,6.8
79,15,10.51032695,62,243,1.7,50.16,5.5
80,16,9.759739482,31,558,1.5,50.14,4.1
81,16,3.566058657,18,385,1.5,50.14,4.1
82,17,0.0,0,0,1.6,55.39,1.8
83,17,0.0,0,0,1.6,58.31,1.1
84,18,0.0,0,0,1.6,60.17,0.4
85,18,0.0,0,0,1.7,61.49,0.1
86,19,0.0,0,0,1.7,61.6,-0.1
87,19,0.0,0,0,1.9,62.5,-0.3
88,20,0.0,0,0,2.1,61.86,-0.5
89,20,0.0,0,0,2.3,62.39,-0.6
90,21,0.0,0,0,2.5,60.57,-0.7
91,21,0.0,0,0,2.6,61.46,-0.9
92,22,0.0,0,0,2.7,59.54,-1.1
93,22,0.0,0,0,2.6,60.86,-1.4
94,23,0.0,0,0,2.6,58.79,-1.6
95,23,0.0,0,0,2.8,59.74,-1.8
96,0,0.0,0,0,2.9,57.5,-2.0
97,0,0.0,0,0,3.3,57.93,-2.1
98,1,0.0,0,0,3.7,55.16,-2.2
99,1,0.0,0,0,3.7,55.98,-2.4
100,2,0.0,0,0,3.8,53.44,-2.6
101,2,0.0,0,0,3.7,54.64,-2.9
102,3,0.0,0,0,3.6,52.48,-3.1
103,3,0.0,0,0,3.5,52.48,-3.1
104,4,0.0,0,0,3.4,49.94,-3.1
105,4,0.0,0,0,3.4,49.94,-3.1
106,5,0.0,0,0,3.3,47.79,-3.0
107,5,0.0,0,0,3.3,47.79,-3.0
108,6,0.0,0,0,3.3,47.84,-3.1
109,6,0.0,0,0,3.3,46.78,-2.8
110,7,0.0,0,0,3.4,46.58,-2.4
111,7,0.65694525,7,10,3.9,43.27,-1.4
112,8,6.569380304,29,427,4.4,42.22,-0.4
113,8,15.01551188,29,751,5.3,38.43,0.9
114,9,22.05371799,37,807,6.1,36.84,2.2
115,9,29.0918189,43,863,6.6,34.32,3.2
116,10,35.84823447,40,941,7.1,34.03,4.2
117,10,40.91551613,44,964,7.1,32.63,4.8
118,11,44.85662326,48,978,7.2,33.07,5.4
119,11,47.20252533,49,987,7.2,32.39,5.7
120,12,48.23462827,48,992,7.2,33.1,6.0
121,12,47.85920892,48,992,7.3,32.87,6.1
122,13,45.98232666,45,986,7.3,33.9,6.2
123,13,42.88560485,46,969,7.3,34.13,6.1
124,14,38.47509259,47,943,7.2,35.53,6.0
125,14,32.84477173,44,911,6.9,36.83,5.5
126,15,26.18214783,40,863,6.7,38.7,4.9
127,15,18.76879166,35,789,6.1,41.85,3.8
128,16,11.07373312,29,667,5.6,45.66,2.6
129,16,3.847653033,19,404,5.6,45.66,2.6
130,17,0.0,0,0,4.5,52.34,1.0
131,17,0.0,0,0,4.2,53.55,0.7
132,18,0.0,0,0,3.9,55.5,0.5
133,18,0.0,0,0,3.7,55.9,0.4
134,19,0.0,0,0,3.4,57.0,0.3
135,19,0.0,0,0,3.0,57.41,0.2
136,20,0.0,0,0,2.5,57.3,0.2
137,20,0.0,0,0,2.0,58.98,-0.2
138,21,0.0,0,0,1.5,60.43,-0.6
139,21,0.0,0,0,1.2,61.77,-0.9
140,22,0.0,0,0,0.9,62.72,-1.2
141,22,0.0,0,0,0.8,64.11,-1.5
142,23,0.0,0,0,0.6,63.93,-1.7
143,23,0.0,0,0,0.5,64.96,-1.9
144,0,0.0,0,0,0.4,64.16,-2.0
145,0,0.0,0,0,0.4,64.64,-2.1
146,1,0.0,0,0,0.4,64.1,-2.2
147,1,0.0,0,0,0.6,64.1,-2.2
148,2,0.0,0,0,0.8,63.18,-2.1
149,2,0.0,0,0,0.9,62.8,-2.0
150,3,0.0,0,0,1.1,62.76,-1.9
151,3,0.0,0,0,1.1,61.84,-1.7
152,4,0.0,0,0,1.1,61.64,-1.5
153,4,0.0,0,0,1.1,60.74,-1.3
154,5,0.0,0,0,1.1,60.63,-1.2
155,5,0.0,0,0,1.0,59.82,-1.0
156,6,0.0,0,0,1.0,58.94,-0.8
157,6,0.0,0,0,0.9,57.67,-0.5
158,7,0.0,0,0,0.8,56.54,-0.2
159,7,1.313855846,11,173,0.8,51.84,1.0
160,8,5.5368909,31,288,0.8,52.26,2.2
161,8,13.98284199,41,617,0.8,48.69,3.2
162,9,21.67785906,45,754,0.9,45.92,4.2
163,9,27.96516148,59,772,1.2,43.73,4.9
164,10,35.84764349,46,922,1.5,41.33,5.7
165,10,40.91484161,49,948,1.7,39.66,6.3
166,11,44.66820224,51,963,1.9,37.51,6.9
167,11,45.98177075,63,924,2.0,36.5,7.3
168,12,48.23372706,54,977,2.1,34.81,7.7
169,12,46.82607655,62,932,2.0,34.57,7.8
170,13,44.01078483,69,883,2.0,33.78,8.0
171,13,37.72361278,91,729,2.0,34.24,7.8
172,14,35.84689492,66,814,2.0,34.88,7.6
173,14,32.09371663,52,855,1.6,37.87,6.4
174,15,25.61897826,48,803,1.2,46.14,5.3
175,15,17.54891663,43,677,1.2,53.07,3.3
176,16,9.478510625,37,469,1.2,51.63,1.2
177,16,3.941558874,20,395,1.2,51.63,1.2
178,17,0.0,0,0,1.0,53.44,-0.5
179,17,0.0,0,0,1.0,55.02,-0.9
180,18,0.0,0,0,0.9,55.11,-1.2
181,18,0.0,0,0,0.9,57.17,-1.7
182,19,0.0,0,0,0.9,58.04,-2.1
183,19,0.0,0,0,1.0,58.9,-2.3
184,20,0.0,0,0,1.0,58.61,-2.5
185,20,0.0,0,0,1.0,58.61,-2.5
186,21,0.0,0,0,1.0,57.55,-2.5
187,21,0.0,0,0,1.0,57.12,-2.4
188,22,0.0,0,0,1.0,55.28,-2.2
189,22,0.0,0,0,1.0,54.87,-2.1
190,23,0.0,0,0,1.0,53.34,-2.0
191,23,0.0,0,0,1.0,52.56,-1.8
192,0,0.0,0,0,1.1,51.5,-1.7
193,0,0.0,0,0,1.1,51.12,-1.6
194,1,0.0,0,0,1.1,50.54,-1.6
195,1,0.0,0,0,1.1,50.54,-1.6
196,2,0.0,0,0,1.1,49.6,-1.6
197,2,0.0,0,0,1.1,49.6,-1.6
198,3,0.0,0,0,1.1,48.72,-1.7
199,3,0.0,0,0,1.1,49.08,-1.8
200,4,0.0,0,0,1.1,48.17,-1.8
201,4,0.0,0,0,1.1,48.17,-1.8
202,5,0.0,0,0,1.1,46.89,-1.7
203,5,0.0,0,0,1.1,46.89,-1.7
204,6,0.0,0,0,1.1,44.44,-1.7
205,6,0.0,0,0,1.2,43.79,-1.5
206,7,0.0,0,0,1.2,42.59,-1.3
207,7,0.750782195,8,29,1.2,38.46,0.1
208,8,4.786162852,36,158,1.1,41.62,1.5
209,8,10.13522547,63,255,1.3,37.15,3.1
210,9,15.85948951,90,318,1.4,35.86,4.6
211,9,22.24055368,106,421,1.3,33.22,5.7
212,10,24.86780167,146,325,1.3,35.3,6.9
213,10,28.90260496,165,348,1.2,32.75,8.0
214,11,33.12498767,173,406,1.0,33.14,9.1
215,11,31.34178074,206,276,0.9,31.41,9.9
216,12,36.31481786,184,429,0.8,30.8,10.8
217,12,32.93665906,206,309,0.8,30.59,10.9
218,13,29.5585077,206,239,0.7,31.69,11.0
219,13,28.99567972,184,291,0.6,32.97,10.4
220,14,26.83763172,160,322,0.6,39.83,9.7
221,14,23.08442126,133,331,0.5,43.17,8.5
222,15,17.6420049,110,277,0.5,43.96,7.2
223,15,11.54254046,84,182,0.4,48.06,5.9
224,16,6.662862455,53,130,0.4,47.43,4.6
225,16,2.346078329,21,60,0.4,47.43,4.6
226,17,0.093844165,1,2,0.8,49.69,3.6
227,17,0.0,0,0,1.1,50.04,3.5
228,18,0.0,0,0,1.4,50.41,3.5
229,18,0.0,0,0,1.6,51.85,3.1
230,19,0.0,0,0,1.7,52.27,2.8
231,19,0.0,0,0,1.8,53.01,2.6
232,20,0.0,0,0,1.9,52.39,2.4
233,20,0.0,0,0,1.9,52.39,2.4
234,21,0.0,0,0,1.9,50.09,2.4
235,21,0.0,0,0,1.9,50.09,2.4
236,22,0.0,0,0,1.9,47.46,2.5
237,22,0.0,0,0,1.9,47.13,2.6
238,23,0.0,0,0,1.9,45.39,2.7
239,23,0.0,0,0,2.0,45.39,2.7
240,0,0.0,0,0,2.0,44.67,2.7
241,0,0.0,0,0,2.0,44.99,2.6
242,1,0.0,0,0,2.0,44.96,2.5
243,1,0.0,0,0,2.0,45.6,2.3
244,2,0.0,0,0,2.0,45.13,2.2
245,2,0.0,0,0,2.0,45.4,2.1
246,3,0.0,0,0,2.0,44.4,2.0
247,3,0.0,0,0,2.0,44.72,1.9
248,4,0.0,0,0,2.0,43.89,1.8
249,4,0.0,0,0,1.9,44.52,1.6
250,5,0.0,0,0,1.9,43.68,1.5
251,5,0.0,0,0,1.9,44.32,1.3
252,6,0.0,0,0,1.9,43.86,1.1
253,6,0.0,0,0,1.8,43.55,1.2
254,7,0.0,0,0,1.8,43.12,1.3
255,7,0.65691565,7,13,1.8,39.03,2.7
256,8,5.2552385610000005,35,211,1.7,41.03,4.2
257,8,10.97947764,60,323,2.0,36.2,6.0
258,9,16.70350859,85,375,2.3,34.52,7.7
259,9,21.20749919,116,351,1.8,31.36,9.1
260,10,25.99286231,140,372,1.4,28.63,10.5
261,10,31.716608500000003,147,465,1.4,26.98,11.4
262,11,35.00052646,160,478,1.4,25.17,12.3
263,11,37.62778775,161,516,1.5,24.68,12.6
264,12,39.87964959,144,590,1.5,23.98,13.0
265,12,37.72145679,173,485,1.5,23.98,13.0
266,13,35.37559505,175,441,1.5,24.67,13.0
267,13,33.87446693,153,481,1.3,25.66,12.4
268,14,25.89865521,160,294,1.2,33.05,11.8
269,14,18.01675283,147,131,1.3,36.5,10.3
270,15,12.57441321,117,61,1.4,41.76,8.7
271,15,8.820992755,85,43,1.4,45.92,7.3
272,16,5.161304254,52,20,1.4,45.99,5.8
273,16,1.970679806,21,4,1.4,45.99,5.8
274,17,0.093843133,1,0,0.9,48.38,4.6
275,17,0.0,0,0,0.6,50.1,4.1
276,18,0.0,0,0,0.4,53.11,3.6
277,18,0.0,0,0,0.5,54.24,3.3
278,19,0.0,0,0,0.7,56.63,3.0
279,19,0.0,0,0,1.0,57.04,2.9
280,20,0.0,0,0,1.3,59.3,2.7
281,20,0.0,0,0,1.3,59.72,2.6
282,21,0.0,0,0,1.3,61.81,2.5
283,21,0.0,0,0,1.3,62.25,2.4
284,22,0.0,0,0,1.2,64.92,2.3
285,22,0.0,0,0,1.2,65.77,2.1
286,23,0.0,0,0,1.2,70.1,1.8
287,23,0.0,0,0,1.1,71.11,1.6
288,0,0.0,0,0,1.1,74.11,1.4
289,0,0.0,0,0,1.1,75.18,1.2
290,1,0.0,0,0,1.0,77.98,1.0
291,1,0.0,0,0,1.0,79.11,0.8
292,2,0.0,0,0,1.1,81.9,0.7
293,2,0.0,0,0,1.1,83.09,0.5
294,3,0.0,0,0,1.2,85.39,0.4
295,3,0.0,0,0,1.3,86.63,0.2
296,4,0.0,0,0,1.4,87.54,0.1
297,4,0.0,0,0,1.5,88.18,0.0
298,5,0.0,0,0,1.6,87.86,-0.1
299,5,0.0,0,0,1.7,88.5,-0.2
300,6,0.0,0,0,1.8,86.78,-0.3
301,6,0.0,0,0,1.9,87.41,-0.4
302,7,0.0,0,0,2.0,85.85,-0.6
303,7,0.375393573,4,0,2.5,85.23,-0.5
304,8,1.595420931,17,0,3.0,83.48,-0.4
305,8,2.8154425130000003,30,0,3.5,82.28,-0.2
306,9,3.941606523,42,0,3.9,80.53,0.1
307,9,2.627734794,28,0,4.2,79.95,0.2
308,10,3.660055155,39,0,4.5,78.63,0.3
309,10,5.255463813,56,0,4.7,78.63,0.3
310,11,6.5693225470000005,70,0,4.9,77.88,0.4
311,11,10.13552621,108,1,5.0,77.88,0.4
312,12,11.54323819,123,1,5.1,77.27,0.4
313,12,9.572441425,102,0,5.2,77.27,0.4
314,13,11.07401303,116,4,5.2,77.19,0.3
315,13,12.10634959,126,6,5.2,77.75,0.2
316,14,11.44944106,118,11,5.1,78.25,0.0
317,14,7.977087121,82,8,4.8,79.39,-0.2
318,15,3.190841862,34,1,4.6,80.52,-0.4
319,15,2.440063586,26,0,4.1,82.3,-0.7
320,16,1.032337998,11,0,3.6,83.57,-1.0
321,16,0.469244544,5,0,3.6,83.57,-1.0
322,17,0.093849425,1,0,3.1,84.31,-1.5
323,17,0.0,0,0,3.1,84.93,-1.6
324,18,0.0,0,0,3.1,84.28,-1.7
325,18,0.0,0,0,3.1,84.91,-1.8
326,19,0.0,0,0,3.1,84.49,-1.9
327,19,0.0,0,0,3.2,85.11,-2.0
328,20,0.0,0,0,3.3,84.6,-2.1
329,20,0.0,0,0,3.2,85.86,-2.3
330,21,0.0,0,0,3.2,84.68,-2.4
331,21,0.0,0,0,3.0,85.95,-2.6
332,22,0.0,0,0,2.9,84.91,-2.8
333,22,0.0,0,0,2.8,86.18,-3.0
334,23,0.0,0,0,2.7,85.03,-3.1
335,23,0.0,0,0,2.6,85.03,-3.1
0,0,0.0,0,0,0.6,81.06,17.8
1,0,0.0,0,0,0.5,82.6,17.5
2,1,0.0,0,0,0.5,84.17,17.3
3,1,0.0,0,0,0.5,85.77,17.0
4,2,0.0,0,0,0.5,86.02,16.7
5,2,0.0,0,0,0.6,87.11,16.5
6,3,0.0,0,0,0.7,86.98,16.3
7,3,0.0,0,0,0.8,88.65,16.0
8,4,0.0,0,0,0.9,88.95,15.7
9,4,0.0,0,0,1.1,86.71,16.1
10,5,1.12596908,11,77,1.2,87.33,16.6
11,5,6.38044236,35,315,1.6,83.56,17.3
12,6,14.07438144,51,495,2.0,81.9,18.1
13,6,21.67430917,68,556,2.1,76.95,19.1
14,7,23.17530528,111,353,2.3,71.24,20.1
15,7,18.67131488,175,51,2.4,65.38,21.5
16,8,27.49050789,232,108,2.4,55.41,22.9
17,8,27.02108956,251,58,2.5,52.17,23.9
18,9,31.33661355,294,56,2.6,46.02,24.9
19,9,48.59952369,339,229,2.6,44.15,25.6
20,10,59.38853623,365,321,2.7,40.91,26.3
21,10,68.8640537,354,432,2.7,39.68,26.8
22,11,78.62092617,295,595,2.8,37.6,27.3
23,11,81.2476104,345,558,2.9,36.94,27.6
24,12,82.27935257,286,627,2.9,35.78,27.9
25,12,84.24955372,239,702,3.0,35.78,27.9
26,13,59.95034036,443,212,3.0,35.18,28.0
27,13,41.74959224,382,70,2.9,35.8,27.7
28,14,41.74968404,384,71,2.8,36.41,27.5
29,14,22.42298726,221,22,2.6,37.49,27.0
30,15,25.51916048,216,75,2.5,38.61,26.6
31,15,20.92209677,192,46,2.3,40.0,26.0
32,16,9.569811419,97,8,2.1,42.01,25.4
33,16,9.194524696,79,36,2.1,42.01,25.4
34,17,28.33449016,138,382,1.9,46.27,24.3
35,17,23.92505455,99,462,1.6,48.83,23.4
36,18,12.1972073,89,169,1.4,56.65,22.5
37,18,7.41223868,46,220,1.3,60.57,21.4
38,19,3.002462099,21,188,1.2,65.25,20.3
39,19,0.0,0,0,1.4,67.29,19.8
40,20,0.0,0,0,1.5,67.97,19.2
41,20,0.0,0,0,1.7,70.55,18.6
42,21,0.0,0,0,1.8,71.17,18.1
43,21,0.0,0,0,1.9,73.43,17.6
44,22,0.0,0,0,1.9,74.97,17.1
45,22,0.0,0,0,1.9,76.4,16.8
46,23,0.0,0,0,1.9,77.68,16.4
47,23,0.0,0,0,1.9,79.68,16.0
48,0,0.0,0,0,1.9,80.7,15.7
49,0,0.0,0,0,2.0,82.26,15.4
50,1,0.0,0,0,2.0,82.78,15.2
51,1,0.0,0,0,2.0,84.39,14.9
52,2,0.0,0,0,2.0,84.79,14.7
53,2,0.0,0,0,2.0,85.89,14.5
54,3,0.0,0,0,1.9,85.98,14.3
55,3,0.0,0,0,1.8,86.43,14.2
56,4,0.0,0,0,1.7,86.02,14.0
57,4,0.0,0,0,1.8,82.22,14.7
58,5,1.032150803,10,83,2.0,79.6,15.5
59,5,6.474307978,32,357,2.3,73.28,16.8
60,6,14.26202418,47,533,2.6,69.67,18.2
61,6,23.08145276,57,649,2.2,61.54,20.2
62,7,32.46344342,66,729,1.8,55.66,22.2
63,7,41.84529752,73,786,1.5,51.16,23.6
64,8,50.94534056,78,830,1.3,45.38,25.1
65,8,59.57624323,82,863,1.3,42.53,26.2
66,9,67.45645353,86,887,1.3,37.86,27.2
67,9,74.49228521,90,905,1.5,36.09,28.0
68,10,80.49599321,93,918,1.6,32.93,28.8
69,10,85.46788663,93,932,1.8,32.0,29.3
70,11,89.22000446,91,944,2.0,30.15,29.9
71,11,91.47141228,93,946,2.1,29.8,30.1
72,12,92.40927584,95,945,2.3,28.8,30.4
73,12,91.9402943,95,943,2.3,28.96,30.3
74,13,90.15787751,96,938,2.3,28.95,30.2
75,13,86.9682043,97,927,2.4,29.12,30.1
76,14,81.80836841,111,889,2.4,29.26,30.0
77,14,67.07925691,298,517,2.4,29.6,29.8
78,15,67.92376053,166,748,2.4,30.06,29.6
79,15,59.76191398,163,701,2.3,30.76,29.2
80,16,50.84950615,150,653,2.2,31.91,28.7
81,16,33.30548835,174,350,2.2,31.91,28.7
82,17,7.317922146,77,3,1.7,34.92,27.5
83,17,15.76186907,104,191,1.2,37.24,26.4
84,18,15.94970323,71,409,0.7,46.98,25.3
85,18,9.569937658999999,43,399,0.6,50.15,24.2
86,19,2.720894538,20,157,0.6,52.41,23.2
87,19,0.0,0,0,0.9,53.36,22.9
88,20,0.0,0,0,1.2,51.98,22.6
89,20,0.0,0,0,1.5,54.56,21.8
90,21,0.0,0,0,1.9,55.37,21.1
91,21,0.0,0,0,2.0,57.8,20.4
92,22,0.0,0,0,2.1,59.28,19.6
93,22,0.0,0,0,2.1,60.77,19.2
94,23,0.0,0,0,2.0,60.91,18.7
95,23,0.0,0,0,2.0,62.45,18.3
96,0,0.0,0,0,1.9,62.06,17.9
97,0,0.0,0,0,1.8,63.24,17.6
98,1,0.0,0,0,1.7,62.32,17.3
99,1,0.0,0,0,1.7,63.11,17.1
100,2,0.0,0,0,1.8,61.99,16.9
101,2,0.0,0,0,1.8,63.18,16.6
102,3,0.0,0,0,1.9,62.56,16.4
103,3,0.0,0,0,1.9,63.36,16.2
104,4,0.0,0,0,2.0,62.54,16.1
105,4,0.0,0,0,2.2,59.45,16.9
106,5,1.032124709,10,104,2.5,56.96,17.8
107,5,6.661756718,29,415,2.7,50.6,19.7
108,6,14.73061917,41,593,3.0,46.37,21.6
109,6,23.83117841,51,704,2.2,41.09,23.6
110,7,33.40040813,58,780,1.4,34.6,25.7
111,7,42.78188682,63,832,1.5,31.87,27.1
112,8,51.97538262,68,870,1.5,27.35,28.6
113,8,60.69982467,73,898,1.7,25.82,29.6
114,9,68.67361985,77,920,1.9,24.25,30.5
115,9,75.70926877,81,935,2.0,23.27,31.2
116,10,81.71284465,83,947,2.2,22.16,31.9
117,10,86.59065226,85,956,2.3,21.42,32.5
118,11,89.77984691,107,935,2.5,20.62,33.0
119,11,92.03107559,110,936,2.6,20.28,33.3
120,12,93.25024144,90,962,2.7,19.64,33.7
121,12,92.68746462,92,956,2.8,19.75,33.6
122,13,89.68544147,119,909,2.9,19.82,33.6
123,13,87.05895836,107,919,2.8,20.15,33.3
124,14,67.82748242,238,567,2.7,21.21,32.9
125,14,51.5981237,331,272,2.5,22.19,32.1
126,15,38.93347212,336,106,2.2,24.58,31.3
127,15,25.70575575,252,32,1.7,26.02,30.3
128,16,25.33076772,245,42,1.3,29.9,29.3
129,16,15.76136658,158,19,1.3,29.9,29.3
130,17,9.475802234,100,2,0.5,38.53,27.2
131,17,8.443895558,64,77,0.8,41.34,26.0
132,18,9.663686215,86,69,1.0,51.14,24.9
133,18,4.691176853,46,26,1.4,55.27,23.6
134,19,1.219722071,13,4,1.7,59.8,22.4
135,19,0.0,0,0,1.9,62.02,21.8
136,20,0.0,0,0,2.2,64.13,21.2
137,20,0.0,0,0,2.0,65.32,20.9
138,21,0.0,0,0,1.9,67.02,20.6
139,21,0.0,0,0,1.9,67.85,20.4
140,22,0.0,0,0,1.9,68.17,20.3
141,22,0.0,0,0,2.2,69.87,19.9
142,23,0.0,0,0,2.5,69.99,19.6
143,23,0.0,0,0,2.5,70.86,19.4
144,0,0.0,0,0,2.6,70.16,19.2
145,0,0.0,0,0,2.4,70.95,19.0
146,1,0.0,0,0,2.3,70.14,18.8
147,1,0.0,0,0,2.4,71.01,18.6
148,2,0.0,0,0,2.5,70.46,18.4
149,2,0.0,0,0,2.6,70.46,18.4
150,3,0.0,0,0,2.7,69.66,18.4
151,3,0.0,0,0,2.5,70.53,18.2
152,4,0.0,0,0,2.2,70.81,18.0
153,4,0.0,0,0,2.2,69.06,18.4
154,5,0.750627901,7,49,2.1,68.38,18.8
155,5,5.254326,34,225,2.1,63.48,20.0
156,6,12.85416369,55,428,2.2,60.83,21.2
