,id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
3891,40.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3892,40.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3893,40.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3894,40.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3895,40.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3896,40.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3897,40.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3898,40.csv_Day8_5h00m,2.3,0.0,1.59,1.4,1.26,1.27,1.17,1.26,2.85
3899,40.csv_Day8_5h30m,5.79,3.77,6.73,6.37,6.53,6.72,6.85,6.71,7.98
3900,40.csv_Day8_6h00m,12.87,12.87,15.44,13.57,14.81,15.04,15.81,15.35,16.35
3901,40.csv_Day8_6h30m,17.81,25.35,27.51,30.51,26.03,25.92,26.79,26.41,27.22
3902,40.csv_Day8_7h00m,24.52,33.06,34.38,42.48,33.37,34.5,35.14,34.81,34.9
3903,40.csv_Day8_7h30m,31.27,42.57,49.29,51.86,44.34,44.28,44.98,42.61,44.62
3904,40.csv_Day8_8h00m,35.37,48.07,57.03,57.02,52.25,52.96,49.62,50.96,51.47
3905,40.csv_Day8_8h30m,40.02,47.91,62.71,69.65,62.21,61.65,62.46,61.27,61.63
3906,40.csv_Day8_9h00m,42.14,60.54,74.92,82.2,76.91,72.91,72.94,70.12,71.58
3907,40.csv_Day8_9h30m,39.12,58.8,79.58,87.85,86.63,80.93,80.13,78.3,77.78
3908,40.csv_Day8_10h00m,41.08,59.63,81.8,89.24,92.31,88.9,87.4,84.48,84.12
3909,40.csv_Day8_10h30m,41.08,62.59,82.48,90.81,97.13,93.64,91.76,88.11,88.98
3910,40.csv_Day8_11h00m,39.56,67.2,79.1,81.79,97.13,95.03,93.75,90.89,92.04
3911,40.csv_Day8_11h30m,39.21,65.25,81.03,90.66,93.11,95.82,94.14,92.58,94.78
3912,40.csv_Day8_12h00m,40.7,65.26,85.0,89.46,94.75,95.22,94.02,93.11,95.25
3913,40.csv_Day8_12h30m,37.52,61.6,81.79,87.46,94.5,95.41,95.73,94.3,95.75
3914,40.csv_Day8_13h00m,36.83,57.09,77.91,86.52,89.18,93.46,94.41,93.36,94.12
3915,40.csv_Day8_13h30m,31.18,52.85,75.33,84.69,89.6,91.96,91.41,90.17,90.95
3916,40.csv_Day8_14h00m,30.55,55.53,71.19,81.04,86.04,85.94,86.41,85.97,85.67
3917,40.csv_Day8_14h30m,25.4,52.64,72.84,82.46,81.11,80.07,78.86,79.53,79.32
3918,40.csv_Day8_15h00m,23.9,51.64,65.18,68.28,70.74,74.62,72.22,72.8,72.52
3919,40.csv_Day8_15h30m,21.62,43.15,58.22,59.91,60.23,66.64,65.19,65.22,66.5
3920,40.csv_Day8_16h00m,17.59,37.06,52.98,48.58,52.47,57.46,54.07,55.57,56.79
3921,40.csv_Day8_16h30m,15.35,31.34,46.53,38.98,45.05,44.91,44.71,44.35,46.65
3922,40.csv_Day8_17h00m,6.8,15.88,32.61,32.3,35.19,38.24,35.0,34.0,37.7
3923,40.csv_Day8_17h30m,3.4,10.41,17.26,17.86,24.16,23.92,24.84,24.94,27.3
3924,40.csv_Day8_18h00m,2.4,6.51,12.93,10.33,15.76,15.06,17.82,17.42,19.49
3925,40.csv_Day8_18h30m,2.23,2.97,6.64,6.77,8.71,8.72,11.44,10.1,11.63
3926,40.csv_Day8_19h00m,0.97,0.26,3.33,2.67,4.81,4.29,6.33,6.24,5.91
3927,40.csv_Day8_19h30m,0.15,0.0,0.09,0.43,3.22,1.7,1.52,1.06,2.79
3928,40.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3929,40.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3930,40.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3931,40.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3932,40.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3933,40.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3934,40.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3935,40.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3936,41.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3937,41.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3938,41.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3939,41.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3940,41.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3941,41.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3942,41.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3943,41.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3944,41.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3945,41.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3946,41.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.4
3947,41.csv_Day7_5h30m,2.75,2.37,2.18,2.65,2.88,2.94,3.25,4.02,5.42
3948,41.csv_Day7_6h00m,7.94,8.72,8.83,9.98,10.34,10.13,10.68,11.03,12.31
3949,41.csv_Day7_6h30m,12.47,16.13,16.99,18.32,19.33,20.13,20.05,20.44,21.56
3950,41.csv_Day7_7h00m,19.51,24.17,27.05,27.48,28.6,30.9,30.82,30.72,30.38
3951,41.csv_Day7_7h30m,24.53,37.38,37.55,38.58,40.05,39.13,39.7,40.36,42.01
3952,41.csv_Day7_8h00m,36.36,44.33,45.01,46.66,48.69,48.57,49.85,50.65,49.6
3953,41.csv_Day7_8h30m,40.26,48.75,54.26,57.8,56.94,57.32,58.71,60.4,59.13
3954,41.csv_Day7_9h00m,44.4,54.88,60.42,66.86,67.99,67.49,67.72,70.04,69.29
3955,41.csv_Day7_9h30m,46.31,59.39,64.21,70.74,74.73,74.04,74.39,77.05,77.74
3956,41.csv_Day7_10h00m,45.4,58.92,66.58,73.92,80.15,80.92,81.43,83.27,83.7
3957,41.csv_Day7_10h30m,48.61,59.33,66.16,74.8,80.38,83.62,85.56,87.1,87.63
3958,41.csv_Day7_11h00m,50.91,59.55,65.12,75.43,80.54,86.31,89.33,91.1,91.72
3959,41.csv_Day7_11h30m,47.13,60.39,65.37,75.51,80.53,86.6,90.41,92.76,93.71
3960,41.csv_Day7_12h00m,36.52,47.78,61.28,75.28,79.53,87.38,91.06,93.11,94.04
3961,41.csv_Day7_12h30m,31.34,45.88,57.64,72.64,78.26,86.51,91.33,93.1,93.79
3962,41.csv_Day7_13h00m,28.51,43.27,55.9,69.99,76.76,86.67,90.8,91.97,91.81
3963,41.csv_Day7_13h30m,30.8,38.16,51.47,68.91,73.81,83.1,86.11,88.63,88.54
3964,41.csv_Day7_14h00m,25.01,36.03,48.33,65.53,73.34,79.32,81.51,83.89,84.47
3965,41.csv_Day7_14h30m,21.26,33.48,46.1,62.08,67.24,73.3,76.54,78.17,79.04
3966,41.csv_Day7_15h00m,20.4,34.81,47.16,55.75,62.51,67.23,70.07,69.76,71.29
3967,41.csv_Day7_15h30m,19.51,27.56,38.75,47.61,53.25,58.81,60.83,59.83,61.81
3968,41.csv_Day7_16h00m,17.8,27.43,30.39,39.47,44.25,49.65,50.05,51.33,53.19
3969,41.csv_Day7_16h30m,14.25,23.85,24.84,35.7,38.98,40.91,41.85,44.19,44.5
3970,41.csv_Day7_17h00m,8.68,14.54,18.75,24.12,28.31,30.89,32.73,35.24,35.9
3971,41.csv_Day7_17h30m,6.96,12.23,15.35,18.09,21.78,23.71,23.16,25.16,25.12
3972,41.csv_Day7_18h00m,2.12,5.69,8.23,9.7,11.59,13.54,13.98,15.16,16.64
3973,41.csv_Day7_18h30m,0.69,2.16,2.62,3.85,5.14,6.26,6.64,8.48,8.67
3974,41.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.75,1.58,1.31,1.89,1.84
3975,41.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3976,41.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977,41.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3978,41.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3979,41.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3980,41.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3981,41.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3982,41.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3983,41.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,41.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3985,41.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3986,41.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3987,41.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3988,41.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3989,41.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3990,41.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3991,41.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3992,41.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3993,41.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3994,41.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.22
3995,41.csv_Day8_5h30m,2.26,0.14,2.04,2.46,2.24,2.58,2.74,3.06,5.35
3996,41.csv_Day8_6h00m,6.77,5.86,8.02,9.34,9.64,9.87,10.16,11.97,12.4
3997,41.csv_Day8_6h30m,12.91,12.12,15.51,17.64,18.45,18.1,19.64,21.15,21.52
3998,41.csv_Day8_7h00m,16.12,19.39,23.84,27.44,28.34,29.1,28.75,29.71,31.42
3999,41.csv_Day8_7h30m,25.2,29.65,34.84,38.43,39.04,40.91,41.55,41.14,42.34
4000,41.csv_Day8_8h00m,29.98,36.24,41.87,44.38,45.54,48.54,47.5,49.29,51.0
4001,41.csv_Day8_8h30m,32.27,45.52,51.79,54.46,55.36,57.48,56.88,58.75,59.82
4002,41.csv_Day8_9h00m,35.3,51.33,56.17,61.73,62.72,65.29,65.53,67.76,69.44
4003,41.csv_Day8_9h30m,35.64,51.33,62.81,70.16,70.23,72.74,72.66,76.5,76.75
4004,41.csv_Day8_10h00m,38.17,52.15,64.44,70.63,72.69,77.76,78.66,82.38,82.76
4005,41.csv_Day8_10h30m,36.4,53.6,66.38,71.57,74.85,82.0,84.71,87.29,87.81
4006,41.csv_Day8_11h00m,35.11,62.52,67.41,74.98,75.9,82.77,86.55,89.83,91.12
4007,41.csv_Day8_11h30m,33.83,58.17,65.16,75.12,75.65,83.27,86.57,91.22,93.85
4008,41.csv_Day8_12h00m,32.85,56.47,64.19,71.83,75.16,82.43,86.07,91.66,94.13
4009,41.csv_Day8_12h30m,29.7,52.17,59.5,67.92,74.09,82.8,86.83,91.26,94.14
4010,41.csv_Day8_13h00m,27.26,46.87,56.18,66.13,71.45,81.66,86.49,90.57,92.78
4011,41.csv_Day8_13h30m,20.98,41.91,51.08,59.67,67.22,77.86,81.58,86.64,89.26
4012,41.csv_Day8_14h00m,19.69,36.3,49.49,60.03,63.84,74.84,79.68,82.62,83.72
4013,41.csv_Day8_14h30m,13.41,36.47,45.17,57.3,60.8,68.74,70.5,76.52,77.39
4014,41.csv_Day8_15h00m,14.41,35.02,41.17,50.91,55.78,62.17,65.54,68.72,70.96
4015,41.csv_Day8_15h30m,13.41,31.27,34.5,41.51,47.54,56.1,57.68,60.92,62.68
4016,41.csv_Day8_16h00m,12.77,28.47,30.8,35.58,40.51,48.86,50.49,52.09,53.39
4017,41.csv_Day8_16h30m,10.4,24.99,25.14,28.01,32.99,39.26,40.18,42.81,43.7
4018,41.csv_Day8_17h00m,4.73,8.3,16.71,20.57,26.16,28.84,31.08,32.47,33.69
4019,41.csv_Day8_17h30m,3.64,6.47,11.99,15.96,18.97,21.97,23.76,23.88,24.37
4020,41.csv_Day8_18h00m,1.41,3.85,5.68,8.19,9.77,12.68,13.78,16.05,15.89
4021,41.csv_Day8_18h30m,0.67,0.0,2.34,4.24,4.55,5.67,7.47,7.32,9.32
4022,41.csv_Day8_19h00m,0.0,0.0,0.0,0.29,0.54,0.72,1.17,1.58,2.77
4023,41.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4024,41.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4025,41.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4026,41.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4027,41.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4028,41.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4029,41.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,41.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4031,41.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4032,42.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4033,42.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4034,42.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4035,42.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4036,42.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4037,42.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4038,42.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,42.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4040,42.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4041,42.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.06,0.22,0.37,0.26,0.46
4042,42.csv_Day7_5h00m,1.11,1.19,2.08,2.53,3.36,3.04,3.22,4.54,5.56
4043,42.csv_Day7_5h30m,2.32,3.65,5.26,5.83,7.97,8.75,9.98,10.88,12.76
4044,42.csv_Day7_6h00m,3.62,7.12,8.94,10.52,13.3,15.7,16.52,20.35,20.66
4045,42.csv_Day7_6h30m,6.17,10.71,14.25,16.69,20.35,23.09,26.53,29.57,31.25
4046,42.csv_Day7_7h00m,8.34,13.05,21.86,23.68,27.22,32.1,33.07,38.17,38.28
4047,42.csv_Day7_7h30m,9.84,17.34,29.27,32.96,36.9,38.38,38.6,38.65,42.85
4048,42.csv_Day7_8h00m,15.85,24.36,36.92,41.98,44.81,48.43,49.67,50.63,53.76
4049,42.csv_Day7_8h30m,17.12,27.55,37.54,49.34,51.23,56.32,56.32,57.21,62.15
4050,42.csv_Day7_9h00m,17.11,30.72,42.37,54.87,59.51,65.32,66.85,67.51,69.15
4051,42.csv_Day7_9h30m,18.86,32.19,43.74,58.72,62.93,69.4,70.94,73.82,76.33
4052,42.csv_Day7_10h00m,18.0,33.35,43.1,59.69,66.76,71.56,75.43,78.01,83.49
4053,42.csv_Day7_10h30m,18.9,34.9,45.09,60.75,67.36,75.0,79.29,81.65,85.48
4054,42.csv_Day7_11h00m,17.99,32.42,44.74,59.98,66.75,74.26,79.57,81.82,87.15
4055,42.csv_Day7_11h30m,16.34,28.41,40.51,55.47,61.87,72.47,77.8,82.12,88.43
4056,42.csv_Day7_12h00m,16.55,29.27,40.84,55.73,61.83,72.34,77.3,82.53,89.4
4057,42.csv_Day7_12h30m,15.18,29.81,39.54,51.43,60.62,72.56,78.3,83.21,90.37
4058,42.csv_Day7_13h00m,13.3,25.68,34.52,47.4,56.11,67.68,72.67,81.1,87.6
4059,42.csv_Day7_13h30m,8.66,18.21,24.85,36.51,48.48,58.69,65.26,75.09,80.95
4060,42.csv_Day7_14h00m,8.49,14.54,21.98,35.34,46.61,54.03,61.5,70.29,78.67
4061,42.csv_Day7_14h30m,8.13,16.78,22.6,33.76,41.69,55.17,60.51,69.88,75.03
4062,42.csv_Day7_15h00m,5.74,12.53,19.62,28.15,38.25,48.31,52.8,57.6,65.81
4063,42.csv_Day7_15h30m,4.79,15.13,19.62,30.61,39.33,46.23,52.61,56.13,62.32
4064,42.csv_Day7_16h00m,4.07,8.53,14.78,21.36,30.1,37.66,44.84,49.12,55.01
4065,42.csv_Day7_16h30m,2.76,6.95,15.04,21.0,29.29,35.92,42.22,44.63,49.41
4066,42.csv_Day7_17h00m,2.46,6.1,11.72,15.74,21.71,28.41,32.84,37.17,39.84
4067,42.csv_Day7_17h30m,2.22,5.21,10.2,13.91,18.45,21.22,25.33,28.22,30.86
4068,42.csv_Day7_18h00m,1.52,3.4,5.9,6.68,9.66,12.25,14.27,16.97,21.49
4069,42.csv_Day7_18h30m,1.2,2.2,3.85,4.41,6.24,7.87,9.18,10.03,11.67
4070,42.csv_Day7_19h00m,0.67,1.24,1.58,2.04,2.73,3.17,3.39,5.9,6.28
4071,42.csv_Day7_19h30m,0.0,0.0,0.11,0.62,1.03,1.19,1.16,1.38,1.96
4072,42.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4073,42.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4074,42.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4075,42.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4076,42.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4077,42.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4078,42.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4079,42.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4080,42.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4081,42.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4082,42.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4083,42.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4084,42.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4085,42.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4086,42.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4087,42.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4088,42.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4089,42.csv_Day8_4h30m,0.01,0.1,0.17,0.04,0.24,0.18,0.24,0.22,0.25
4090,42.csv_Day8_5h00m,1.25,1.88,2.61,3.39,3.11,3.38,3.44,4.76,6.59
4091,42.csv_Day8_5h30m,3.46,5.49,6.87,9.19,9.76,10.34,10.23,10.71,13.36
4092,42.csv_Day8_6h00m,6.13,9.58,12.23,16.83,17.18,18.3,18.84,20.32,21.22
4093,42.csv_Day8_6h30m,9.07,13.84,17.96,23.99,25.73,26.96,28.56,30.27,32.54
4094,42.csv_Day8_7h00m,11.16,20.83,26.2,33.17,35.25,38.21,37.98,39.71,40.81
4095,42.csv_Day8_7h30m,13.91,23.8,33.89,39.36,40.34,41.08,40.66,41.36,45.24
4096,42.csv_Day8_8h00m,20.53,34.39,45.49,49.94,49.32,52.76,53.2,52.33,55.53
4097,42.csv_Day8_8h30m,24.71,41.04,50.57,59.25,57.73,59.14,61.24,60.9,62.84
4098,42.csv_Day8_9h00m,24.42,43.17,54.27,63.37,66.11,67.49,69.01,69.29,71.88
4099,42.csv_Day8_9h30m,26.12,43.14,54.39,65.87,72.05,73.26,74.28,76.24,79.09
4100,42.csv_Day8_10h00m,25.8,45.75,59.29,69.13,74.99,77.04,80.16,82.65,85.24
4101,42.csv_Day8_10h30m,25.74,42.99,59.23,70.15,76.31,79.89,85.25,87.28,90.55
4102,42.csv_Day8_11h00m,24.34,41.94,56.81,67.65,75.51,79.58,84.72,87.99,89.18
4103,42.csv_Day8_11h30m,24.11,40.32,57.85,63.7,74.99,77.22,82.6,88.38,92.41
4104,42.csv_Day8_12h00m,23.76,39.89,59.96,63.3,74.7,76.24,82.62,87.77,91.39
4105,42.csv_Day8_12h30m,21.01,35.93,50.81,61.72,74.19,79.49,86.52,89.9,92.04
4106,42.csv_Day8_13h00m,18.83,33.07,52.49,56.88,70.42,76.32,83.4,89.02,90.57
4107,42.csv_Day8_13h30m,12.63,25.46,39.95,44.54,59.2,66.02,77.11,78.32,85.03
4108,42.csv_Day8_14h00m,10.76,22.53,40.92,42.63,55.65,61.14,71.06,76.41,82.27
4109,42.csv_Day8_14h30m,11.17,22.44,30.94,44.16,57.2,61.45,68.49,72.95,78.31
4110,42.csv_Day8_15h00m,7.51,17.27,27.57,38.18,47.14,54.6,63.39,64.83,66.84
4111,42.csv_Day8_15h30m,7.37,15.25,24.64,39.68,47.54,53.78,61.6,63.65,64.74
4112,42.csv_Day8_16h00m,4.65,10.26,19.8,27.14,37.11,42.26,49.15,54.01,59.02
4113,42.csv_Day8_16h30m,4.25,10.94,18.88,26.58,36.02,38.75,43.93,47.36,51.16
4114,42.csv_Day8_17h00m,3.55,10.06,15.49,22.79,28.37,32.03,37.1,38.83,42.97
4115,42.csv_Day8_17h30m,3.15,6.1,10.72,16.05,19.76,22.92,25.59,28.44,30.85
4116,42.csv_Day8_18h00m,1.78,4.26,6.87,10.47,12.58,14.0,16.52,17.77,19.28
4117,42.csv_Day8_18h30m,1.62,3.38,5.01,6.13,7.93,8.6,10.97,10.89,13.1
4118,42.csv_Day8_19h00m,0.7,1.56,2.36,2.38,3.04,3.28,4.01,5.72,6.44
4119,42.csv_Day8_19h30m,0.0,0.0,0.56,0.65,1.07,0.68,1.1,1.56,1.8
4120,42.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4121,42.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4122,42.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4123,42.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4124,42.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4125,42.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4126,42.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4127,42.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4128,43.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4129,43.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4130,43.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4131,43.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4132,43.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4133,43.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4134,43.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135,43.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136,43.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137,43.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4138,43.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4139,43.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4140,43.csv_Day7_6h00m,0.0,0.81,0.26,0.34,0.81,0.64,0.96,1.07,1.14
4141,43.csv_Day7_6h30m,1.63,3.75,3.39,4.15,5.15,5.62,5.8,6.46,7.16
4142,43.csv_Day7_7h00m,3.74,8.02,10.37,11.27,11.85,12.05,12.41,14.13,15.58
4143,43.csv_Day7_7h30m,5.98,12.05,18.98,20.56,22.26,21.83,22.78,23.21,24.96
4144,43.csv_Day7_8h00m,8.45,15.92,25.13,29.34,30.78,31.63,33.04,36.1,35.94
4145,43.csv_Day7_8h30m,13.89,21.72,34.08,38.14,40.53,41.29,41.33,42.01,44.89
4146,43.csv_Day7_9h00m,24.29,34.44,42.82,46.73,48.49,50.35,50.04,51.55,51.89
4147,43.csv_Day7_9h30m,29.97,40.85,48.73,53.25,55.14,56.36,56.34,56.93,59.13
4148,43.csv_Day7_10h00m,32.89,46.1,51.28,56.59,59.6,61.89,62.04,63.03,64.66
4149,43.csv_Day7_10h30m,31.67,46.1,53.47,60.92,64.62,65.39,66.47,67.99,70.75
4150,43.csv_Day7_11h00m,45.2,48.54,56.04,60.56,64.89,68.59,69.34,70.16,73.98
4151,43.csv_Day7_11h30m,45.25,48.54,57.29,61.39,67.72,70.05,70.57,72.67,76.3
4152,43.csv_Day7_12h00m,45.24,48.54,57.29,61.74,67.44,70.5,71.74,73.59,77.57
4153,43.csv_Day7_12h30m,44.22,48.98,53.94,60.39,66.7,69.14,70.53,71.1,75.93
